Job_ID,Job_Title,Company,Location,Country,Experience_Level,Employment_Type,Work_Mode,Salary_Min,Salary_Max,Salary_Currency,Posted_Date,Industry,Company_Size,Python,SQL,Power_BI,Excel,Tableau,Machine_Learning,Deep_Learning,TensorFlow,PyTorch,AWS,Azure,GCP,Statistics,NLP,Generative_AI,Years_Experience,Education,Job_Description,Average_Salary,Skill_Count
JOB11422,Ai Engineer,Accenture,Mumbai,UK,Entry Level,Full Time,Remote,970000,1400000,AUD,2025-10-15,Healthcare,51-200,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,0,Bachelor's,"Seeking a AI Engineer to support Healthcare projects. Key skills include Python, Excel, GCP, Statistics. Remote role with entry level experience requirements.",1185000,4
JOB10017,Data Scientist,IBM,Kolkata,India,Lead,Full Time,Hybrid,1070000,1270000,CAD,2026-01-11,IT Services,1000+,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,8,Master's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, Excel, Machine Learning, Deep Learning, TensorFlow, Statistics, NLP. Hybrid role with lead experience requirements.",1170000,7
JOB11287,Data Analyst,HCLTech,Ahmedabad,USA,Senior,Full Time,Remote,570000,670000,INR,2025-07-14,Healthcare,1000+,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,9,Master's,"Seeking a Data Analyst to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, Tableau. Remote role with senior experience requirements.",620000,5
JOB10392,Machine Learning Engineer,Walmart Global Tech,Bangalore,India,Mid Level,Full Time,Hybrid,860000,1070000,INR,2025-09-23,E-commerce,201-500,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,4,Diploma,"Seeking a Machine Learning Engineer to support E-commerce projects. Key skills include Python, SQL, Excel, Azure, Statistics. Hybrid role with mid level experience requirements.",965000,5
JOB10087,Bi Analyst,Walmart Global Tech,Noida,Canada,Entry Level,Contract,Hybrid,560000,750000,INR,2026-03-11,Manufacturing,201-500,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,1,Master's,"Seeking a BI Analyst to support Manufacturing projects. Key skills include Python, SQL, Power BI, Excel, PyTorch, Azure, Statistics. Hybrid role with entry level experience requirements.",655000,7
JOB10112,Data Analyst,Persistent Systems,Hyderabad,India,Mid Level,Full Time,Hybrid,470000,620000,INR,2025-10-07,IT Services,1000+,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,4,Bachelor's,"Seeking a Data Analyst to support IT Services projects. Key skills include SQL, Power BI, Excel, AWS, NLP. Hybrid role with mid level experience requirements.",545000,5
JOB10984,Data Analyst,Genpact,Gurgaon,India,Senior,Full Time,Hybrid,660000,860000,INR,2025-01-08,Telecommunications,1000+,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,5,Bachelor's,"Seeking a Data Analyst to support Telecommunications projects. Key skills include Python, SQL, Excel, Machine Learning, Statistics, Generative AI. Hybrid role with senior experience requirements.",760000,6
JOB11644,Data Engineer,Deloitte,Ahmedabad,India,Mid Level,Full Time,Hybrid,750000,1050000,INR,2025-11-09,Technology,501-1000,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,5,Bachelor's,"Seeking a Data Engineer to support Technology projects. Key skills include Python, SQL, Power BI, Machine Learning, Deep Learning, PyTorch, AWS. Hybrid role with mid level experience requirements.",900000,10
JOB11755,Nlp Engineer,TCS,Hyderabad,India,Mid Level,Full Time,On-site,860000,1220000,INR,2026-07-27,IT Services,1000+,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4,Bachelor's,"Seeking a NLP Engineer to support IT Services projects. Key skills include Python, SQL, Excel, Tableau, Machine Learning, TensorFlow. On-site role with mid level experience requirements.",1040000,6
JOB11217,Data Analyst,Walmart Global Tech,Chennai,India,Entry Level,Full Time,On-site,390000,540000,USD,2026-04-04,Technology,1000+,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,Master's,"Seeking a Data Analyst to support Technology projects. Key skills include Python, SQL, Power BI, PyTorch, AWS. On-site role with entry level experience requirements.",465000,5
JOB11660,Machine Learning Engineer,Adobe,Pune,India,Entry Level,Full Time,Remote,720000,990000,INR,2025-06-09,Finance,201-500,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,2,PhD,"Seeking a Machine Learning Engineer to support Finance projects. Key skills include Python, Excel, Tableau, Machine Learning, Deep Learning, PyTorch, AWS. Remote role with entry level experience requirements.",855000,9
JOB11643,Ai Engineer,Google,Bangalore,India,Entry Level,Contract,Remote,880000,1270000,INR,2026-08-03,IT Services,1-50,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,Master's,"Seeking a AI Engineer to support IT Services projects. Key skills include Python, SQL, Excel, Deep Learning. Remote role with entry level experience requirements.",1075000,4
JOB10737,Machine Learning Engineer,IBM,Gurgaon,India,Mid Level,Full Time,Hybrid,990000,1270000,INR,2025-09-05,Finance,501-1000,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,5,Bachelor's,"Seeking a Machine Learning Engineer to support Finance projects. Key skills include Python, Power BI, Machine Learning, Deep Learning, Statistics. Hybrid role with mid level experience requirements.",1130000,5
JOB10952,Data Engineer,Genpact,Noida,India,Senior,Full Time,Hybrid,1050000,1280000,GBP,2025-02-20,Finance,501-1000,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,6,MBA,"Seeking a Data Engineer to support Finance projects. Key skills include Python, Power BI, AWS, Azure, GCP, Statistics. Hybrid role with senior experience requirements.",1165000,6
JOB10811,Nlp Engineer,HCLTech,Delhi,India,Entry Level,Full Time,On-site,810000,1130000,INR,2026-05-02,Education,51-200,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,2,Master's,"Seeking a NLP Engineer to support Education projects. Key skills include Python, Power BI, Tableau, PyTorch, NLP. On-site role with entry level experience requirements.",970000,5
JOB10352,Business Analyst,Genpact,Kolkata,USA,Mid Level,Full Time,On-site,490000,680000,GBP,2025-10-15,Healthcare,1000+,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,2,Diploma,"Seeking a Business Analyst to support Healthcare projects. Key skills include Python, Power BI, Excel, Tableau, PyTorch, GCP, Statistics. On-site role with mid level experience requirements.",585000,7
JOB11545,Nlp Engineer,Siemens,Kolkata,India,Mid Level,Contract,Hybrid,1100000,1310000,INR,2025-04-21,IT Services,201-500,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,4,Bachelor's,"Seeking a NLP Engineer to support IT Services projects. Key skills include Python, Excel, PyTorch. Hybrid role with mid level experience requirements.",1205000,3
JOB10807,Ai/Ml Intern,Cisco,Chennai,India,Mid Level,Full Time,On-site,260000,370000,USD,2025-08-06,IT Services,1000+,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,4,Bachelor's,"Seeking a AI/ML Intern to support IT Services projects. Key skills include Python, SQL, Excel, Machine Learning, Deep Learning, AWS, GCP. On-site role with mid level experience requirements.",315000,7
JOB11452,Data Engineer,HCLTech,Pune,India,Mid Level,Contract,Remote,900000,1080000,INR,2026-02-01,IT Services,1000+,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,5,Master's,"Seeking a Data Engineer to support IT Services projects. Key skills include SQL, Excel, Deep Learning. Remote role with mid level experience requirements.",990000,3
JOB11156,Bi Analyst,Google,Bangalore,USA,Lead,Contract,Hybrid,800000,1010000,INR,2025-01-30,Technology,501-1000,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,11,Bachelor's,"Seeking a BI Analyst to support Technology projects. Key skills include Python, SQL, Tableau, Machine Learning, PyTorch, GCP, Generative AI. Hybrid role with lead experience requirements.",905000,7
JOB11202,Data Analyst,HCLTech,Pune,Singapore,Entry Level,Full Time,On-site,380000,520000,INR,2025-04-13,Manufacturing,201-500,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,0,Bachelor's,"Seeking a Data Analyst to support Manufacturing projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, GCP. On-site role with entry level experience requirements.",450000,6
JOB11292,Data Analyst,Accenture,Bangalore,India,Senior,Full Time,Remote,640000,800000,USD,2026-08-05,Consulting,501-1000,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,10,Bachelor's,"Seeking a Data Analyst to support Consulting projects. Key skills include Python, SQL, Power BI, Excel, Azure, GCP, Statistics. Remote role with senior experience requirements.",720000,7
JOB11097,Data Scientist,Genpact,Bangalore,India,Mid Level,Full Time,On-site,830000,1120000,INR,2025-06-06,Education,201-500,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2,Bachelor's,"Seeking a Data Scientist to support Education projects. Key skills include Python, Excel, Tableau. On-site role with mid level experience requirements.",975000,3
JOB10908,Data Scientist,NVIDIA,Pune,India,Entry Level,Full Time,On-site,580000,920000,INR,2025-02-26,IT Services,51-200,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,2,Bachelor's,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Power BI, Machine Learning, Azure, Statistics. On-site role with entry level experience requirements.",750000,6
JOB10351,Ai Engineer,Infosys,Hyderabad,UK,Entry Level,Full Time,On-site,880000,1310000,INR,2025-10-31,Consulting,1000+,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,2,Diploma,"Seeking a AI Engineer to support Consulting projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning. On-site role with entry level experience requirements.",1095000,5
JOB11197,Nlp Engineer,JPMORGAN CHASE,Ahmedabad,Germany,Entry Level,Full Time,Hybrid,800000,1020000,INR,2025-03-21,Healthcare,1000+,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,1,Bachelor's,"Seeking a NLP Engineer to support Healthcare projects. Key skills include Excel, GCP, NLP, Generative AI. Hybrid role with entry level experience requirements.",910000,4
JOB10465,Nlp Engineer,Oracle,Gurgaon,India,Senior,Full Time,Hybrid,1110000,1460000,INR,2026-01-19,Manufacturing,51-200,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,6,Master's,"Seeking a NLP Engineer to support Manufacturing projects. Key skills include SQL, Tableau, Machine Learning, TensorFlow, PyTorch, AWS, Statistics. Hybrid role with senior experience requirements.",1285000,9
JOB10317,Machine Learning Engineer,SAP,Bangalore,Germany,Mid Level,Full Time,Hybrid,980000,1410000,INR,2025-06-05,Technology,51-200,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,2,Bachelor's,"Seeking a Machine Learning Engineer to support Technology projects. Key skills include Python, Power BI, Tableau, Machine Learning, Deep Learning, AWS. Hybrid role with mid level experience requirements.",1195000,6
JOB11079,Data Analyst,Walmart Global Tech,Chennai,India,Senior,Full Time,Hybrid,750000,920000,INR,2026-01-22,Technology,1-50,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,8,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include Python, SQL, Machine Learning, AWS, Statistics, NLP. Hybrid role with senior experience requirements.",835000,6
JOB11504,Data Scientist,Deloitte,Noida,India,Entry Level,Full Time,On-site,640000,850000,AUD,2025-04-13,E-commerce,201-500,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,2,Master's,"Seeking a Data Scientist to support E-commerce projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, Statistics. On-site role with entry level experience requirements.",745000,6
JOB10016,Data Analyst,Oracle,Noida,India,Entry Level,Contract,On-site,460000,570000,INR,2025-08-06,IT Services,1000+,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,0,Bachelor's,"Seeking a Data Analyst to support IT Services projects. Key skills include Python, SQL, Excel, Statistics. On-site role with entry level experience requirements.",515000,4
JOB10587,Data Analyst,NVIDIA,Pune,India,Entry Level,Full Time,Hybrid,460000,630000,SGD,2025-12-29,Finance,1-50,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,1,Bachelor's,"Seeking a Data Analyst to support Finance projects. Key skills include Python, SQL, Power BI, Excel, AWS, Azure, Statistics. Hybrid role with entry level experience requirements.",545000,7
JOB11527,Data Scientist,Siemens,Bangalore,India,Entry Level,Full Time,Hybrid,790000,1020000,INR,2025-03-18,IT Services,1-50,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,1,MBA,"Seeking a Data Scientist to support IT Services projects. Key skills include Python, SQL, Tableau, Machine Learning, AWS, Azure, Statistics. Hybrid role with entry level experience requirements.",905000,8
JOB11249,Ai/Ml Intern,Bosch,Kolkata,India,Mid Level,Full Time,On-site,250000,320000,INR,2025-11-26,Consulting,51-200,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,2,Bachelor's,"Seeking a AI/ML Intern to support Consulting projects. Key skills include Python, Excel, Machine Learning, GCP, Statistics. On-site role with mid level experience requirements.",285000,5
JOB11073,Data Analyst,JPMorgan Chase,Delhi,India,Lead,Internship,Hybrid,740000,880000,CAD,2025-01-13,Education,201-500,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,12,Unknown,"Seeking a Data Analyst to support Education projects. Key skills include SQL, Statistics. Hybrid role with lead experience requirements.",810000,2
JOB10947,Data Analyst,NVIDIA,Gurgaon,India,Entry Level,Full Time,On-site,430000,550000,USD,2025-12-28,Technology,1000+,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,1,Bachelor's,"Seeking a Data Analyst to support Technology projects. Key skills include Python, Statistics, NLP. On-site role with entry level experience requirements.",490000,3
JOB10705,Data Analyst,SAP,Pune,India,Senior,Full Time,Hybrid,630000,840000,INR,2025-02-06,Healthcare,501-1000,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,8,Bachelor's,"Seeking a Data Analyst to support Healthcare projects. Key skills include SQL, Power BI, Machine Learning, TensorFlow, PyTorch, AWS, Statistics. Hybrid role with senior experience requirements.",735000,8
JOB11804,Data Scientist,Genpact,Mumbai,India,Senior,Full Time,Hybrid,1250000,1580000,INR,2026-01-03,Finance,51-200,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,8,Master's,"Seeking a Data Scientist to support Finance projects. Key skills include Python, SQL, Tableau, Machine Learning, AWS, Statistics. Hybrid role with senior experience requirements.",1415000,6
JOB10619,Ml Engineer,Accenture,Chennai,India,Entry Level,Full Time,Hybrid,630000,950000,INR,2026-06-26,Consulting,1-50,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,2,Bachelor's,"Seeking a ML Engineer to support Consulting projects. Key skills include Python, SQL, Machine Learning, Statistics. Hybrid role with entry level experience requirements.",790000,4
JOB10116,Business Analyst,JPMorgan Chase,Delhi,Singapore,Lead,Full Time,Remote,830000,1060000,INR,2025-10-24,Technology,51-200,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,10,Bachelor's,"Seeking a Business Analyst to support Technology projects. Key skills include Power BI, Excel, PyTorch, AWS, GCP. Remote role with lead experience requirements.",945000,5
JOB11879,Data Scientist,Tech Mahindra,Pune,USA,Mid Level,Full Time,On-site,870000,1180000,INR,2025-11-18,E-commerce,501-1000,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,2,Bachelor's,"Seeking a Data Scientist to support E-commerce projects. Key skills include Python, Power BI, Tableau, Machine Learning, PyTorch, NLP. On-site role with mid level experience requirements.",1025000,6
JOB11912,Business Analyst,Persistent Systems,Ahmedabad,USA,Mid Level,Full Time,On-site,550000,770000,INR,2025-10-07,Finance,201-500,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,4,Diploma,"Seeking a Business Analyst to support Finance projects. Key skills include Python, SQL, Power BI, Excel, Machine Learning, AWS, Statistics. On-site role with mid level experience requirements.",660000,7
JOB10168,Data Analyst,Persistent Systems,Ahmedabad,UK,Entry Level,Full Time,Hybrid,430000,540000,CAD,2026-05-18,IT Services,1-50,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,1,PhD,"Seeking a Data Analyst to support IT Services projects. Key skills include SQL, TensorFlow, Azure, Statistics. Hybrid role with entry level experience requirements.",485000,4
JOB11014,Data Analyst,Genpact,Delhi,India,Senior,Full Time,Hybrid,700000,890000,CAD,2026-04-25,E-commerce,1000+,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,7,Bachelor's,"Seeking a Data Analyst to support E-commerce projects. Key skills include SQL, Power BI, Excel, PyTorch, AWS, Statistics, NLP. Hybrid role with senior experience requirements.",795000,7
JOB11829,Ml Engineer,TCS,Mumbai,India,Mid Level,Full Time,On-site,790000,1220000,INR,2025-03-29,Finance,1000+,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,PhD,"Seeking a ML Engineer to support Finance projects. Key skills include Python, SQL, Excel, Machine Learning, TensorFlow, PyTorch, AWS. On-site role with mid level experience requirements.",1005000,11
JOB10779,Bi Analyst,HCLTech,Ahmedabad,India,Entry Level,Contract,On-site,550000,720000,INR,2025-07-20,Healthcare,1000+,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,0,Bachelor's,"Seeking a BI Analyst to support Healthcare projects. Key skills include Python, SQL, Power BI, Excel, AWS, GCP, NLP. On-site role with entry level experience requirements.",635000,8
JOB11009,Data Scientist,LTIMindtree,Bangalore,UK,Mid Level,Full Time,Hybrid,810000,990000,INR,2026-05-30,Manufacturing,201-500,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,2,Diploma,"Seeking a Data Scientist to support Manufacturing projects. Key skills include Python, SQL, Excel, Machine Learning, Statistics, Generative AI. Hybrid role with mid level experience requirements.",900000,6
JOB10525,Ml Engineer,Genpact,Mumbai,India,Senior,Internship,On-site,1300000,1710000,USD,2026-03-04,Education,201-500,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,5,Bachelor's,"Seeking a ML Engineer to support Education projects. Key skills include Python, Excel, Machine Learning, PyTorch, Azure. On-site role with senior experience requirements.",1505000,5
JOB10759,Business Analyst,Deloitte,Gurgaon,India,Mid Level,Full Time,Hybrid,520000,690000,USD,2025-04-19,IT Services,501-1000,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,4,Bachelor's,"Seeking a Business Analyst to support IT Services projects. Key skills include Python, SQL, Power BI, Machine Learning, Azure, Statistics, NLP. Hybrid role with mid level experience requirements.",605000,7
